2025-06-20 02:27:43,342 - result - CRITICAL - LLM: gpt-4o-mini
2025-06-20 02:27:43,342 - result - CRITICAL - Mode: Solo
2025-06-20 02:27:43,342 - result - CRITICAL - Datapoints: 500

2025-06-20 02:27:43,343 - result - CRITICAL - ESSAY SET 1:

2025-06-20 02:31:14,495 - result - CRITICAL - 
                                                 essay  score  y_pred  diff
816   "The Mooring Mast by Marcia Amidon Lüsted desc...      3       7     4
70    "The Empire State Building faced obstacles in ...      3       5     2
1075  When Designing the dock for dirigibles on the ...      3       3     0
67    "Based on the excerpt, the obstacles that the ...      3       6     3
222   The obstacles the builders of the Empire State...      3       4     1
985   "In ""The mooring mast"" by Marcia lusted buil...      4       5     1
929   "The builders of the @ORGANIZATION1 thought th...      3       5     2
964   "There were many obstacles builders needed to ...      3       6     3
587   "Based on the excerpt, obstacles that the buil...      1       4     3
1061  "Although adding a mooring mast to the top of ...      2       4     2
607   "When the builders of the Empire State Buildin...      2       5     3
116   "There were many obstacles the Empire State Bu...      2       5     3
1018  "Builders in The Mooring @CAPS1 by @ORGANIZATI...      3       5     2
598   The obstacles the buliders had to go through w...      2       3     1
91    "The obstacles the builders of the Empire Stat...      2       4     2
1003  The obstacals he had was that the problems whe...      1       2     1
903   "The main problem the builders of the Empire S...      3       5     2
386   "The builders of the Empire State building fac...      3       5     2
523   "The builders had a tough obstacle Because The...      1       2     1
470   "Builders faced many obstacles such as safety,...      3       6     3
940   "In the excerpt, The Mooring Mast by Marcia Am...      3       6     3
633   "It is clear that there were problems in tryin...      3       5     2
6     "The builders of the Empire State Building fac...      3       5     2
969   "The builders of the Empire State Building fac...      4       7     3
803   "Based on the excerpt, there were many obstacl...      4       7     3
1064  "Architects based in New York tried very hard ...      4       5     1
238   "At sporting events, people have gotten used t...      3       5     2
53    The following are obstacles that the builders ...      2       4     2
764   The obstacles the builders of the Empire State...      2       4     2
999   "Based on the excerpt It shows in some way's t...      3       4     1
828   "The Empire State building was not a good plac...      3       5     2
367   "There were many reasons why architects had pr...      3       5     2
507   "The obstacles the builder of the Empire State...      3       5     2
221   "There were many obstacles the builder's of th...      4       5     1
437   "In The Mooring Mast by Marcia Amidon Lüsted, ...      4       5     1
400   "In the excerpt, The Mooring Mast by Marcia Am...      3       6     3
977   "The builders of the Empire State Building fac...      4       7     3
376   "There were many obstacles that the builders o...      3       5     2
971   "Builders faced multiple obstacles in attempti...      4       6     2
899   "In the excerpt ""The Mooring Mast"" by Marcia...      4       7     3
346   "The builders of the Empire State Building fac...      3       5     2
636   "During any type of construction, the builders...      3       7     4
174   "While constructing the mast to docs dirigible...      4       7     3
723   "In building the Empire State Building, the bu...      3       5     2
909   "The builders of the Empire State Building fac...      4       6     2
537   "Based on the excerpt ""The Mooring Mast"" by ...      4       7     3
121   "The builders of the Empire State building fac...      3       5     2
840   "There were many obstacles the builders of the...      4       7     3
751   "The obstacles the builders of the Empire Stat...      1       4     3
975   "While attempting to allow dirigibles to dock ...      4       7     3
51    "When attempting to allow dirigibles to dock a...      3       6     3
230   "One of the original purposes of the Empire St...      3       6     3
779   "Through life many people plan to make or buil...      2       5     3
443   "The builders of the Empire State Building fac...      4       6     2
786   "Based on The Mooring Mast article, by @PERSON...      4       7     3
106   "When the builders of the Empire State Buildin...      4       6     2
883   "There were three main reasons as to why the E...      4       6     2


2025-06-20 04:48:15,114 - result - CRITICAL - Evaluation:
2025-06-20 04:48:15,114 - result - CRITICAL - MSE of Set 1: 0.05339
2025-06-20 04:48:15,114 - result - CRITICAL - MSE of Set 2: 0.02692
2025-06-20 04:48:15,114 - result - CRITICAL - MSE of Set 3: 0.09756
2025-06-20 04:48:15,114 - result - CRITICAL - MSE of Set 4: 0.23644
2025-06-20 04:48:15,114 - result - CRITICAL - MSE of Set 5: 0.22125
2025-06-20 04:48:15,114 - result - CRITICAL - MSE of Set 6: 0.34300
2025-06-20 04:48:15,114 - result - CRITICAL - Average MSE: 0.16309

2025-06-20 04:48:15,114 - result - CRITICAL - QWK of Set 1: 0.28988
2025-06-20 04:48:15,114 - result - CRITICAL - QWK of Set 2: 0.51202
2025-06-20 04:48:15,114 - result - CRITICAL - QWK of Set 3: 0.45458
